Date,Product_ID,Product_Category,Region,Units_Sold,Revenue,Marketing_Spend,Holiday_Indicator,Temperature,Fuel_Price,Consumer_Confidence,Season,Forecast_Demand
5229,139,3,1,333.0,29094.26271597584,5288.366065982471,1,19.767615733771144,1.5304394118849087,116.37765734187576,1,382.14
5230,158,3,1,325.0,49579.07945818928,9882.725095533417,0,20.09492444042468,1.989391949781469,63.127132438066695,1,421.09
5231,101,2,2,328.0,48266.41770467459,5958.035743643268,0,27.92941889623027,1.231225771352888,109.75263725170817,1,368.7
5232,193,4,3,318.0,58383.07111402151,1265.2984323028213,0,24.03068340673856,1.2182340621287735,80.32083745100803,1,249.3
5233,193,2,0,334.0,44679.18220806583,5425.542672439422,0,10.022161165720735,1.115759575792893,112.12604587959969,1,377.97
5234,175,0,2,323.0,24747.77012619254,7462.559163960645,0,33.14415924178715,0.9525477443450424,115.16499800816844,1,414.6
5235,109,1,1,331.0,53284.52543556104,1234.2702538277167,0,14.26953813474281,1.001808408215589,102.02450599437084,1,279.79
5236,143,1,3,347.0,37982.47281511031,4721.038429261858,0,30.244302447849336,1.4171227885529212,81.30319361336949,1,360.25
5237,110,4,3,312.0,17106.57870892905,2400.041804064186,0,20.32641735234671,1.8917597922492129,87.41606349335508,1,302.87
5238,178,2,1,338.0,52232.51373302237,6787.871389192227,0,27.34007758797022,1.7718791209889897,93.1065717697788,1,403.58
5239,179,3,2,326.0,14296.942300804356,9616.112639002373,0,35.65352129460237,1.0189904882075405,87.7247947547319,1,427.09
5240,180,3,1,366.0,19056.741462494992,6621.264140997636,0,14.628177902238564,1.4740281748361128,107.46928633768312,1,381.57
5241,189,3,3,320.0,50104.34147786448,7253.899357473002,0,33.32905621110586,1.816309569839756,106.29169729004394,1,397.65
5242,101,0,3,338.0,53615.603187297165,4569.066103830485,0,11.1492534935439,1.4473916374067295,60.75932537859856,1,328.83
5243,149,0,2,324.0,52598.36359666184,6068.267820567247,0,37.64105741978264,1.8937185456005987,69.09971272361041,1,351.4
5244,111,3,0,295.0,21475.56410654884,5894.719387172738,0,16.047595937543505,1.889461951672192,81.81292974201517,1,333.48
5245,189,4,1,312.0,54907.5516059845,7836.457107411496,0,33.8324108325962,1.2178928354335696,100.34549812284936,1,407.61
5246,122,0,0,340.0,51027.28992087886,8712.204823182656,0,12.016614797146882,1.8487154874932032,73.78187649247948,1,399.67
5247,117,0,3,313.0,53245.72385412252,6965.973498547898,0,19.811452626575555,1.502138964548037,79.36736230836561,1,382.12
5248,161,1,0,276.0,40723.5204822255,9818.279217316414,0,29.00642185759473,1.375815571051001,87.72480055646852,1,423.17
5249,195,1,1,320.0,39784.75602378922,8454.595532720497,0,29.764740203580555,1.7291183297570565,95.37332635994258,1,410.28
5250,161,4,1,298.0,11827.935547230396,2121.820740252326,0,30.964287799590224,1.7475401096261658,114.10778709633834,1,281.13
5251,137,0,3,322.0,47645.86284473498,5567.27858547554,0,20.525772256600675,1.6105068339850346,108.27795771057905,1,346.83
5252,166,0,2,349.0,50354.74591428313,9129.12470824393,0,29.98024683662388,1.773072524907024,81.55304892864125,1,442.8
5253,137,2,2,333.0,25390.718529214413,9495.413818580924,0,22.85504305788095,1.9417086948271145,106.0790317447084,1,455.46
5254,166,4,3,348.0,53051.75033306813,4421.853445891582,0,26.97759765240228,1.847704944447448,109.9594794437125,1,359.86
5255,193,4,1,305.0,36319.95498337988,7531.336553648721,0,26.416794694052125,0.8891039250639001,91.34024442297506,1,366.9
5256,160,2,2,313.0,37776.947479536,4694.909352781405,0,15.044195984850893,1.820034772170376,77.76253854102146,1,304.49
5257,100,2,0,294.0,25333.63960133991,2112.937499614887,0,35.39794779001359,1.7378332303185005,116.58432312591066,1,274.55
5258,193,1,3,301.0,12347.413539808598,8961.501744301764,0,36.01423435326788,1.912089672701,117.73515374557095,1,419.49
5259,144,4,0,295.0,17418.901112684016,9387.57810441077,0,16.11176081769846,1.6874827481459376,73.47547202754929,1,411.64
5260,195,4,1,287.0,45457.84321134077,5542.754781392259,0,22.49600462037627,1.8534242207223048,107.10396660335655,1,334.2
5261,127,2,2,340.0,23412.222890409903,1164.7668773812936,0,23.94627311217901,0.8122625141416386,62.50527951679309,1,269.17
5262,120,3,1,270.0,5509.49844071072,8344.326256266337,0,26.46766050373871,1.9733663891989952,60.14319863968916,1,370.25
5263,112,3,0,339.0,67618.00303744718,5292.643296077118,0,10.668178152224568,1.0290875648725857,81.09439639581608,1,354.54
5264,126,1,1,335.0,19404.13870117736,1675.255217874117,0,32.764454037562146,1.8370754665143727,87.7523067755973,1,287.07
5265,199,3,1,320.0,44150.06937493468,2704.523345843454,0,35.85874922273085,1.9155327594563123,92.78019302766754,2,288.32
5266,106,3,3,287.0,53624.79075634418,2369.074062073855,0,14.265816333396744,0.8026681201349495,82.69587085890552,2,249.51
5267,121,3,3,277.0,35441.6769488481,7176.509796877428,0,36.898868553149846,1.896413708801672,67.72787433919126,2,337.9
5268,173,0,1,297.0,48656.1766824151,3694.685435807303,0,35.52736649230871,1.79505425949902,80.68749178778452,2,284.11
5269,152,1,3,319.0,62443.26371158496,2149.214655802989,0,26.267702499912247,1.906895174713528,109.30954758950196,2,301.15
5270,178,2,1,306.0,53508.8175002126,9258.839436122593,0,18.24195130186948,1.0122587659941038,80.14259733298826,2,417.47
5271,178,3,0,284.0,34200.05701323785,9608.779531142229,0,16.224690228410534,1.732929120142814,95.53821686610968,2,390.04
5272,103,0,3,328.0,28033.02101566177,2247.1828549027505,1,24.67376328587116,1.3849830257054097,100.8526001755459,2,313.96
5273,195,3,1,337.0,36006.29348628579,3072.122679788872,0,25.216124383319247,1.1092268419996885,103.94621372952528,2,297.76
5274,122,0,3,298.0,51115.5556617408,6329.086476457743,0,29.55605036339432,1.7074056847542542,89.27922331802253,2,339.18
5275,169,1,1,304.0,52775.56426744304,2354.5706454862666,0,34.04912364376992,1.3679038716413414,67.54273065831362,2,271.58
5276,187,3,3,271.0,46680.80311264098,2427.3252361325067,0,38.03499609894692,1.879861625040797,114.03049372368426,2,250.92
5277,183,0,2,292.0,37230.11460854058,4029.184375636511,1,33.88842681589559,1.6528778039887038,75.61853126436272,2,299.95
5278,183,4,1,310.0,32814.1402108748,9542.532995812046,0,37.27135967608312,0.9669744595523572,80.3373533657577,2,406.78
5279,175,4,2,306.0,23268.500129749053,9661.979767206416,0,24.98105498260091,1.100916165069011,106.42669847091707,2,414.2
5280,132,0,1,288.0,5934.226732631215,8576.09424842833,0,11.166537817570193,1.1174402363652634,105.81142895246212,2,383.03
5281,127,3,2,292.0,46021.345836451845,7261.416261361455,0,11.55490541519873,1.212860108303363,113.78315360885752,2,376.76
5282,107,3,1,288.0,20119.5908359286,7486.060292710774,0,18.05462576994492,1.599740515093933,62.02489011341717,2,336.69
5283,100,1,3,290.0,23009.18613911461,5226.155587786608,0,28.419586508648685,1.8731990765051107,112.4706389574107,2,332.27
5284,136,1,2,304.0,52235.292623630245,5771.39165339994,0,20.056724501403977,1.5124403085129083,107.53352845685068,2,351.69
5285,162,2,3,255.0,7498.3281119282865,6710.073940053893,0,14.98431113784418,1.702162053958589,91.50568719659108,2,340.47
5286,121,1,1,292.0,54595.72462140297,7581.579737451302,0,35.514852901370645,1.1800794759571014,69.56915106516212,2,370.91
5287,169,3,3,300.0,6073.543811679346,1871.6155525949616,0,39.54984315708764,1.4269577670715252,92.6996223488604,2,250.02
5288,120,2,1,280.0,52934.12338720047,3023.983087115996,0,10.499245800823635,1.4049516123332864,71.63660189193428,2,251.06
5289,195,1,3,281.0,28621.6844789992,9666.48872172411,0,12.682722771710516,1.6412717895673206,117.89742462343148,2,407.08
5290,134,0,2,281.0,10785.362380179036,4016.28038914521,0,24.98016266385551,1.4215507332000432,102.52874474559052,2,308.1
5291,178,4,1,280.0,39577.73290895585,3416.267897273826,0,20.13001743498367,1.2011043567665962,95.77416639364486,2,287.67
5292,104,1,3,289.0,52382.45126601796,4797.201809118909,0,33.46453643175961,1.0926888834228112,108.801817015483,2,320.21
5293,159,1,1,290.0,28667.401039445765,3618.2867538993582,0,29.62906611911009,1.105647138648148,91.94683283745576,2,280.42
5294,145,0,1,245.0,35388.88356775238,1820.6217329666963,0,12.055310965761045,1.9770613127885963,63.615589891107774,2,216.77
5295,149,3,1,299.0,58689.3016005878,2871.6501871378296,0,26.346496326157105,1.2289717841248793,75.54177459523493,2,288.29
5296,147,0,0,280.0,17731.321515135456,6761.438178240999,1,20.09597635484192,1.767924916416558,118.90125310552958,2,395.72
5297,105,1,1,323.0,54160.93142548509,3008.643013474594,1,38.953378699176106,0.8856396824771109,111.04877916292368,2,314.76
5298,188,3,3,260.0,19017.096717447865,6829.004770253519,0,24.25837146494776,0.9075838749199888,115.64668963594193,2,361.11
5299,155,2,0,266.0,25733.044287528857,1900.7280541312305,0,37.82991127948908,1.6233813829519637,65.86986068105425,2,215.69
5300,158,1,3,278.0,19659.56405960293,1376.887146332282,1,10.905237716223825,1.3486509417230108,74.87990217439206,2,247.75
5301,128,0,0,290.0,29081.813268261187,8754.109143932728,0,13.098239992902514,1.856591959150174,63.794426736590765,2,375.78
5302,170,2,1,241.0,5040.762226738895,7840.235759875237,0,21.58807113833014,1.8346643291388005,109.32986182461588,2,358.73
5303,176,4,2,263.0,19624.795032615053,6994.249145617359,0,36.60870117566719,1.7067886888968888,70.4340219098815,2,322.88
5304,117,2,2,291.0,29144.503069056507,1278.0930964317854,0,26.33812238290706,1.7783794655422416,84.60316414984655,2,243.49
5305,101,0,1,259.0,34655.03736437819,3154.1854163836533,0,34.724215746466726,1.844604894951409,76.17012035165251,2,245.76
5306,107,2,0,305.0,41091.14037555739,8310.828944370345,0,18.505889007845823,1.7402906593391665,115.82144793928887,2,408.85
5307,174,0,3,267.0,33396.736823691885,2302.008985526901,0,13.344829089279228,1.4322706999229884,96.50281197303144,2,241.32
5308,196,1,2,258.0,18768.39816626627,8315.680959043873,0,17.381164622559883,1.1176958443967495,107.97025791254543,2,371.12
5309,153,3,1,287.0,54682.90696124061,6258.101947382622,0,29.35910233353236,1.744858809395243,96.12846718619176,2,345.46
5310,137,4,1,306.0,27709.69789165975,7663.315310172813,0,36.14251297643951,1.181249925213664,96.75304416295558,2,382.74
5311,147,3,0,282.0,16649.536457294576,6800.563706060558,0,23.649979845530485,1.0937815934576849,82.97479060353677,2,355.15
5312,126,3,2,298.0,35704.07408379084,4752.906220753791,0,15.808465902535207,1.0060011420990242,74.34001864672561,2,288.44
5313,119,3,1,305.0,47216.18397646216,3627.79614007232,0,29.128361377355773,1.5526262327085143,80.90321800352605,2,297.75
5314,111,0,2,253.0,5617.116906326004,7054.5626073176245,0,15.908019136856916,1.090974771564366,77.69160673380303,2,323.43
5315,142,0,3,289.0,20155.41526471638,8262.215936244049,0,27.108631067750466,1.2497931643352322,101.47357499948193,2,395.29
5316,160,4,1,239.0,40270.54721885329,1402.5937254567557,0,13.068751680576874,1.6508755991868531,85.35385304731875,2,214.43
5317,130,0,1,277.0,30820.071716205926,4419.180403514476,0,34.33405204422168,1.752595110012061,93.00982962127988,2,311.97
5318,190,0,3,267.0,24971.94791811067,4156.568057618767,1,34.15499970095213,1.1777175972253429,106.2564895577316,2,314.13
5319,195,0,1,292.0,54768.17125484631,6035.237564126072,0,26.237664941189536,1.811360108539252,75.99330585897165,2,346.24
5320,160,0,0,290.0,10473.73206981218,2025.3255074901967,0,11.145478186549203,0.8695480836230085,85.41897750647367,2,258.78
5321,173,1,3,277.0,36232.33021078356,9400.774691253511,0,18.40556248396579,1.9830473551289327,91.1692321576094,2,386.87
5322,166,4,0,271.0,22111.96557837144,5936.592415904403,0,14.14854553792155,1.3002517579619255,63.228430314096414,2,304.81
5323,190,0,3,275.0,9005.758215499822,9313.77523855401,0,25.70367514203857,1.1898622598551167,69.13119931287262,2,379.97
5324,134,4,3,265.0,15495.613060736125,8352.468311154855,0,13.05202906812796,1.908410895347856,63.81063719084029,2,359.1
5325,194,2,0,262.0,34853.33032589513,2724.749760836632,0,36.09179517859127,0.9588668306571092,105.13540459375557,2,273.26
5326,114,1,3,291.0,7301.145795301718,2191.051110636615,0,35.50492865131687,1.229358454878944,77.9945093697302,2,263.53
5327,115,0,2,293.0,37095.20252363437,8751.252160008353,0,14.682942245069636,1.2306813415983604,85.35560821268378,2,400.15
5328,112,1,0,258.0,49596.13356133162,5824.902003257972,0,30.846641050206955,1.3092340381600716,100.33946682037822,2,314.0
5329,134,1,3,265.0,43226.08217506184,1177.6847310810858,0,30.895098648626448,1.8180068925609456,117.988172151716,2,250.37
5330,174,2,0,261.0,21456.150787104067,9408.040735954237,0,21.902631882113152,1.8192577808712675,108.66273634038065,2,400.13
5331,158,4,3,227.0,10187.164430335317,5257.25559453758,0,14.589972757394769,1.5099647560895366,63.467975717793706,2,281.03
5332,120,1,3,252.0,26135.32272229271,3708.426715771561,0,13.963231667704989,1.9901105144861675,78.34403546751908,2,249.77
5333,153,3,2,290.0,26312.012768512763,5649.380840535825,0,32.184278544526975,1.812992934096315,62.944632147164654,2,322.98
5334,174,2,2,242.0,47168.687738639,8406.265513907398,0,16.60532241571229,1.6172831119602735,63.70009898046099,2,339.07
5335,129,3,2,299.0,59254.69869364327,1992.6346153221136,0,28.10361273534787,1.0393501069995823,67.64736218675918,2,240.42
5336,147,2,3,280.0,26293.46667871908,4230.396129137793,0,35.97644849614885,1.4596768866441223,79.26490858335195,2,298.71
5337,134,3,2,264.0,12350.2148973426,3869.8000592100257,0,27.79298314601041,1.0566880879928402,73.88995066479582,2,268.45
5338,185,3,0,266.0,48919.9852369023,8556.84568025333,0,39.21887023295048,1.161987479587523,81.13048186081225,2,376.61
5339,137,1,3,236.0,38429.67587033388,8006.20548379491,0,29.36505678486368,1.6230365691691624,109.32060018489508,2,346.6
5340,130,1,0,249.0,27895.30994230837,4600.9363111923885,0,19.438093402936204,1.0213036565589109,107.86106794804364,2,315.67
5341,177,2,2,282.0,24185.40167944857,6980.394786981039,0,35.574019952979825,0.9090091798357268,81.04433322686991,2,348.14
5342,123,4,3,240.0,24160.763752308227,4550.009340653036,0,19.32737113810284,1.4378547109948094,99.58927465209854,2,280.1
5343,148,1,0,273.0,49778.44095449312,6141.824544846104,0,39.14711138565749,0.8011417509439624,82.3598206928245,2,337.72
5344,195,1,1,224.0,11924.823813825871,9920.937651626073,0,24.33195835182341,1.5306984178773493,83.15742148046604,2,373.54
5345,199,0,0,227.0,37505.17467310502,5820.170205120172,0,38.597412047868445,1.8816098974423296,100.54334498119552,2,334.53
5346,131,1,3,289.0,6726.276719668623,9897.172595474562,0,15.507947113644173,1.0282912266359971,83.05930113402685,2,424.52
5347,154,4,1,250.0,46425.73969139383,7724.791956382693,0,10.34195515688798,1.2593229537898147,92.9555859476061,2,346.24
5348,178,0,2,239.0,26302.78897037977,2086.500612368258,0,15.883938878759649,1.8996397941261989,66.91355841579164,2,219.33
5349,157,3,2,277.0,16845.646621370845,8163.695517403121,0,12.95105104260604,1.6446454162622883,92.32879257456828,2,376.3
5350,198,3,0,274.0,5620.882718943437,2451.5707732283363,0,32.01868067209736,0.96237646119761,104.51996754148712,2,255.14
5351,102,0,2,267.0,32231.80328787385,5790.957475479514,0,17.93636965532404,1.2583934269597374,113.302293961103,2,345.51
5352,179,0,0,237.0,15169.852558082694,6519.20711019057,0,29.18422568368809,1.707194217566685,68.8355247754254,2,302.71
5353,168,0,0,242.0,32337.874476632333,9030.074096974242,0,30.059711205058367,1.5977333673642944,84.6426522834636,2,365.65
5354,184,2,0,254.0,17935.059547987603,2893.817892314033,0,30.64736021239809,0.9867903631156284,89.17107154723838,2,257.05
5355,109,4,0,261.0,9355.36889135686,8883.478651274763,0,34.978243637882606,0.8749785002341101,114.28872046022477,2,382.26
5356,182,4,3,236.0,26174.5932357544,9410.44398362471,0,14.468975631772205,1.6179977759096578,75.44450445411626,2,369.64
5357,124,3,3,250.0,30401.858132966496,1805.3861613361144,0,11.513920943382589,1.5308273382987905,69.93978004660545,0,216.05
5358,167,3,1,251.0,25468.0173538769,8967.566062108202,0,10.891153931125078,0.8712112450301397,68.48944717779507,0,359.43
5359,160,3,1,271.0,27762.974340206736,3332.620437469723,0,13.113700114919954,1.969774269852896,69.29277514913659,0,262.28
5360,128,1,2,260.0,32795.62598572072,1729.0085444392378,1,21.37556607814416,1.1029262852165038,112.17144763309304,0,259.32
5361,118,3,3,215.0,24669.88081417294,9627.16920326492,0,39.02127816043213,1.2632282583717591,97.18843357156504,0,354.49
5362,142,0,1,241.0,10570.779835862111,4529.831385246318,1,20.596752933626163,1.013116987089764,85.24366178935719,0,299.56
5363,165,3,3,226.0,12537.444099011116,6606.851546232727,0,23.587687873099668,1.7942266042481083,112.00427430203844,0,300.84
5364,173,0,3,256.0,11653.731189050628,5975.858078157837,1,34.431901602815046,1.955081850149856,77.88172380721328,0,309.52
5365,160,2,2,262.0,37935.81965748321,2918.637321938492,0,37.55794058258629,1.0559668080356164,115.67161587686272,0,273.86
5366,142,1,2,246.0,28326.33769075325,7026.0915535035865,0,39.1432450948661,1.1398029008756956,105.53141336260984,0,339.07
5367,124,1,0,238.0,23174.993492064965,1415.0349010653847,0,34.79353674005124,1.6478191825812063,61.234763540949686,0,204.31
5368,119,4,3,245.0,40106.749691532656,2827.85433680794,0,25.075481741438985,1.4334670322623224,87.757991675089,0,254.08
5369,147,2,0,247.0,19424.830572965395,9501.9737584055,0,16.88429343507746,0.926080985176615,110.5480167378268,0,373.74
5370,182,0,0,230.0,28119.615851965787,9581.5677213169,0,27.95100868454838,1.9143431562971704,83.76866225900916,0,365.37
5371,186,2,0,219.0,7313.147650743623,5343.896726321082,0,15.903851402712236,1.5333813307786597,119.22862339232876,0,293.42
5372,123,1,3,202.0,31106.532487881068,2521.645650224007,0,11.67174196747635,1.161509011872696,110.79512872352568,0,230.15
5373,110,0,3,268.0,38896.08353790406,4794.58054931458,0,37.58061805427992,1.3877637548215822,105.18306619684796,0,311.57
5374,197,2,0,252.0,41435.93998490657,8893.637499627093,0,24.5437091774815,1.4002962219203543,68.13045765075445,0,359.09
5375,154,1,3,250.0,44801.41811074491,1632.4664899243726,0,25.24720671661409,1.4305013152597876,66.47198594177527,0,216.33
5376,127,0,0,268.0,41927.283614331,2150.8171944716228,0,28.276570781916725,1.3967668376651383,98.4713699954496,0,250.3
5377,168,0,1,217.0,37325.7751083721,9060.875612704547,1,23.542256723170205,1.4741519036599122,99.68551782354888,0,372.13
5378,162,1,3,208.0,17101.30818512697,4738.450606234705,0,23.332913947036594,1.2720232406708647,68.85107989721104,0,254.53
5379,158,0,2,250.0,20450.181290672288,1751.1274462813865,1,37.45435952693288,0.9753952342118438,111.2379157547081,0,239.2
5380,104,1,2,248.0,47113.5886003278,2252.881694565834,1,34.49638386880186,1.597499731045099,112.42384313251976,0,272.52
5381,150,3,0,208.0,38401.67064005311,8942.033601647143,0,16.377765953522676,1.7509837967026527,84.99550356713506,0,360.26
5382,120,3,1,249.0,29563.650828336074,5410.930344620605,0,18.753328876616788,1.8092218437828027,96.46384225614818,0,302.38
5383,111,0,3,234.0,20119.45603568384,2466.9487707512003,0,29.81867920388061,0.8263425269154498,90.64414536485975,0,255.68
5384,149,0,0,226.0,39748.942250928,9046.537794353038,1,27.13275757061396,1.285550396265614,62.13975605514762,0,373.63
5385,103,1,1,236.0,18458.50490551452,8607.510002608815,0,32.98478061312951,1.9741258903216472,65.42481315752721,0,361.05
5386,141,0,1,194.0,9244.937094673998,1207.2101570947357,1,31.828978641564586,0.8750757186165764,106.78658440896967,0,217.8
5387,183,4,3,231.0,31210.105426727856,6228.910969745247,0,31.256416373386312,1.7426649131475065,89.29883881706358,0,313.34
5388,137,3,2,229.0,6336.8709971928965,3199.0298534263698,0,36.40653732641549,0.9513355410890753,96.6540935433928,0,251.14
5389,124,0,2,254.0,22412.539149931832,5798.222307825079,0,32.99659282645948,1.7895669928302982,96.7720197316715,0,301.07
5390,113,0,1,240.0,39691.07683800767,3513.414989847976,0,17.285421656195105,1.6066655587836638,82.77718405968511,0,236.0
5391,174,2,2,256.0,18723.562297525823,3842.88652802774,1,36.18511597060636,1.6700397059472445,61.76475720232072,0,278.93
5392,131,0,1,192.0,36026.26295678131,6416.672791893224,0,20.06596615403204,1.9727853795845265,107.2145811997436,0,291.11
5393,110,4,1,227.0,43594.9958779558,5849.732599909546,0,37.32683453404218,1.927380539728269,88.10640325535027,0,291.54
5394,160,3,1,255.0,42545.96820511896,4556.731580027265,0,34.7280989415336,1.1652457788946096,68.33441418569446,0,265.66
5395,117,2,2,238.0,47070.63978561996,1968.11174646114,1,12.222561686682312,1.25025982323755,61.26451493477643,0,243.88
5396,126,1,0,261.0,30155.29795880734,9724.815087216542,0,33.13841843797925,1.2886180582274596,61.05125879290684,0,371.31
5397,154,1,2,208.0,25470.831232083096,2571.449954230461,0,25.003423413762057,1.016689863873259,62.00083063683925,0,196.27
5398,153,3,0,259.0,44162.0969279097,6698.055204607509,0,39.31338274757388,1.2573618589975208,69.30141603314043,0,324.4
5399,181,1,2,232.0,25219.54748171065,1744.702864336581,0,23.752568080270564,1.9748298411838323,73.88796281582324,0,221.87
5400,186,4,3,230.0,21438.20828288908,7194.815492910568,0,12.010232431684074,1.38747564297757,74.82860595919605,0,327.79
5401,174,0,3,265.0,34623.74629902551,1853.5580504551249,0,18.79409689218363,1.9431210665855352,97.92770006463029,0,238.54
5402,120,3,2,269.0,37223.87351530287,3065.575073553836,0,22.9062827195519,0.8857495627572163,74.49385129561759,0,257.83
5403,143,2,3,267.0,41428.05319071776,6822.866794402341,0,27.75753033971205,0.847142630396471,100.43743202749457,0,363.28
5404,104,0,3,287.0,40259.248020456005,3546.416727499181,0,14.563173519101424,1.4903961603509628,109.40085017507292,0,308.89
5405,186,1,3,272.0,41950.53909609256,5795.657336331311,0,25.45247881805596,1.6835045495467056,83.0873805507944,0,329.42
5406,140,1,3,231.0,32668.19111555432,2120.548540036684,0,24.504184062690143,1.060950814393812,103.10119595207038,0,236.41
5407,158,2,0,250.0,26620.035732508048,2821.6048533958265,0,35.099876735138345,1.4040301862916067,66.24769224580315,0,240.56
5408,188,4,1,240.0,10629.17404333552,7603.9831742915485,0,19.07208732445922,1.8475286001776456,79.67546170859175,0,356.0
5409,153,2,0,289.0,46638.75676921215,1316.2497425400952,0,23.48552331921677,1.7140693392053603,100.95825834381397,0,261.49
5410,173,3,1,271.0,6921.407004691179,2006.2018887134648,0,21.65837990948879,1.07817670151937,115.90710244561684,0,261.9
5411,121,2,1,245.0,48669.25404667508,2934.604167495757,0,28.96694112277364,1.2013656983554768,96.9331699084444,0,261.39
5412,182,1,2,267.0,45155.71502650101,1181.7150319385291,0,35.08566954015315,1.1669495217138337,81.83019873445329,0,222.26
5413,164,4,2,225.0,31671.87962324285,1858.408286555668,0,30.26872397314547,1.6634082816050075,78.82141276902563,0,195.54
5414,163,4,2,255.0,49467.25082811941,3532.523298726069,0,23.95146987148094,1.9618173772661087,83.49297971428636,0,255.17
5415,170,2,2,232.0,30216.758953611305,1836.257064248281,0,29.13489085155296,1.1360941321755762,99.17396354809772,0,220.9
5416,103,3,2,217.0,6544.268321874235,8795.074870268796,0,19.66731886936953,1.5059606234576588,79.61944807552749,0,340.66
5417,164,1,0,267.0,32223.90728313784,1594.6641146003942,0,14.322995252906985,1.9862702044795864,88.19987716570913,0,228.96
5418,114,0,0,270.0,18872.123422927423,8748.853292604155,0,19.59153773342921,0.9890953321742948,105.54004217223506,0,382.97
5419,175,4,3,262.0,22664.56021974604,8405.740774542395,0,23.310686978003595,1.5908987781420878,74.26671793174339,0,375.51
5420,121,2,0,250.0,25681.3320132513,1906.8543510704849,0,23.177947990079858,1.1983857165750365,102.99060261196762,0,257.96
5421,185,3,0,229.0,36509.042766145656,1226.721828447203,0,32.12803727432091,1.9900022694277464,105.68753917045808,0,227.9
5422,146,3,2,231.0,25531.79673354436,1449.9281340578252,0,38.09036082737183,0.93052562601842,111.82048150908516,0,201.93
5423,180,1,3,236.0,24884.418754249346,6313.402581163813,0,21.66878207770798,1.3415079404511132,61.432200573276816,0,309.36
5424,192,4,0,251.0,18663.1011831766,7033.182620397171,0,12.593455563193205,1.1059680355358497,66.82568289457384,0,332.04
5425,145,1,0,278.0,32575.206982309257,6585.8805212160805,0,11.002395544562969,0.838018809843953,117.2902531468524,0,356.79
5426,113,0,3,278.0,17989.478355943193,5873.291667927082,0,10.118583114947914,1.9563166058763573,67.54688354747131,0,313.07
5427,149,0,1,224.0,15003.270637259751,2572.156815665402,0,38.143004552389485,1.481806249109472,89.27217639860419,0,227.43
5428,119,0,2,244.0,38138.80540434734,8568.585051717444,0,39.86900054025307,1.640944587606204,70.01697135252134,0,362.68
5429,149,3,0,244.0,19924.675857239232,3947.994427242237,1,11.541522326690211,1.544329933276848,108.71327629802424,0,303.57
5430,132,4,0,209.0,6113.655695969388,9875.603765015969,0,20.746261117799182,0.9781683279174892,65.79019602667756,0,368.0
5431,158,1,3,271.0,22184.57800595717,4463.7201810477145,0,30.08035411886009,1.0046724846109134,65.13700943786128,0,292.59
5432,142,1,0,256.0,34545.4073384938,3367.043595769289,0,15.368361974250282,1.5517346279661526,90.28219451317356,0,280.49
5433,178,0,2,259.0,43128.008050896766,9048.257324035638,0,27.833115646156827,1.7357714194457323,74.29076026155873,0,379.85
5434,111,4,0,289.0,55819.94616603063,6106.727468719299,0,34.40852079518639,1.5332842424368467,99.69336850629708,0,334.01
5435,139,4,1,265.0,40894.71410435635,7496.653961572658,0,35.742592891343406,1.4844486482957278,101.08785453075754,0,343.48
5436,119,2,2,255.0,24784.288872232813,4675.589049945203,0,31.19262031485743,1.695154782088979,95.16291548012178,0,300.55
5437,193,4,1,276.0,20380.24579090229,8982.239553492313,0,12.452925318466889,1.092330028500185,110.07806531181429,0,406.29
5438,137,4,3,286.0,12393.351893997386,9259.526916858946,1,20.451873537294503,1.6779753791552197,101.84107509617068,0,421.54
5439,102,1,2,272.0,36171.52783048176,4930.920380052233,0,39.02028330313299,1.2934645339866142,71.25101040756041,0,299.92
5440,127,4,0,280.0,31298.11903109392,3166.5145183188447,0,15.782651897252151,1.6088601114449386,64.70444545483997,0,259.14
5441,155,4,2,264.0,37484.3760614256,6829.042459901392,1,23.617782207142625,1.129659983691409,104.86576003728716,0,362.48
5442,189,1,2,266.0,16673.935531068735,9591.25900438464,0,20.02530803967462,0.9649579415038884,104.4012917694316,0,389.29
5443,193,4,2,271.0,21207.36252040315,6602.018136156472,0,16.166148540788793,0.8349908196110053,111.01937197364776,0,350.6
5444,112,1,1,255.0,18507.176541987534,9588.001945669628,0,19.70608262656227,1.764169050170058,72.1407439450632,0,375.66
5445,176,2,3,259.0,42366.52888217101,4094.271684753531,0,15.685560215016595,1.0363630618911963,73.38887753297735,0,277.76
5446,165,3,2,299.0,15195.588635945322,9235.711637198876,0,36.31760062334939,1.2361572201606248,94.60027427134835,0,393.88
5447,136,1,0,312.0,40411.79409209567,2013.1014917493465,0,15.233298512460545,1.722625916911638,69.33715913902633,0,268.15
5448,148,1,2,305.0,8919.390365174959,4229.509770439139,0,28.70632505183997,1.3402183222607404,77.78026823581243,3,301.33
5449,165,4,2,247.0,29371.99602459045,5450.241110414898,0,38.26946838433283,1.0610587025673537,108.7458411734244,3,300.91
5450,135,1,3,246.0,7750.110846345316,6877.993044270627,0,38.5793712288362,1.033714883585875,80.05273317080665,3,320.79
5451,153,0,0,251.0,12966.104371801268,3647.2532045385374,0,28.01274004130179,1.2895224165443744,60.6797232100096,3,237.9
5452,125,0,0,279.0,11256.130669129896,9318.153703903556,0,18.12687769806909,1.478211639132145,99.04957949901336,3,400.38
